Id,SalePrice
1809,127007.24
1810,141541.75
1811,119016.52
1812,113887.38
1813,121694.76
1814,103483.96
1815,62545.14
1816,99967.58
1817,121524.14
1818,144868.22
1819,112993.78
1820,77371.95
1821,127735.3
1822,152758.49
1823,57942.14
1824,133881.58
1825,137397.99
1826,103769.0
1827,110510.96
1828,139821.37
1829,110690.55
1830,146716.37
1831,180182.34
1832,112173.92
1833,148730.34
1834,139612.26
1835,181755.79
1836,134352.75
1837,104565.54
1838,136776.66
1839,87543.11
1840,169767.24
1841,149504.17
1842,92070.8
1843,141401.63
1844,134405.5
1845,144339.6
1846,147843.35
1847,150806.25
1848,66410.04
1849,120721.14
1850,128466.98
1851,157422.71
1852,127814.3
1853,139829.15
1854,170114.54
1855,149048.4
1856,219597.76
1857,155381.75
1858,134650.28
1859,121825.85
1860,157213.37
1861,121202.75
1862,264631.04
1863,263084.04
1864,263084.04
1865,342658.98
1866,330016.42
1867,241474.44
1868,310894.58
1869,198595.92
1870,241612.89
1871,257604.12
1872,171891.19
1873,225965.06
1874,138586.0
1875,213723.36
1876,190391.23
1877,214653.08
1878,212800.21
1879,136042.68
1880,136862.3
1881,247320.67
1882,258319.34
1883,196461.6
1884,221465.52
1885,254646.59
1886,315281.04
1887,205248.21
1888,274142.08
1889,164583.88
1890,137679.95
1891,141061.0
1892,113229.24
1893,134794.75
1894,129464.58
1895,146736.24
1896,123419.1
1897,110400.21
1898,103078.08
1899,127404.04
1900,145297.29
1901,161173.71
1902,145730.0
1903,220105.2
1904,136370.35
1905,179505.74
1906,152187.68
1907,195638.2
1908,119162.75
1909,138900.31
1910,128666.72
1911,195552.0
1912,267586.19
1913,156688.48
1914,63705.36
1915,323055.09
1916,70332.05
1917,256435.05
1918,135338.08
1919,154695.93
1920,154721.2
1921,402781.0
1922,331471.06
1923,203090.6
1924,232662.25
1925,225012.39
1926,384613.01
1927,145235.0
1928,163502.23
1929,125929.76
1930,130074.33
1931,138014.7
1932,136321.97
1933,166712.37
1934,180638.5
1935,178436.03
1936,193511.0
1937,192353.35
1938,164031.28
1939,249557.76
1940,199866.5
1941,177236.85
1942,196015.8
1943,202432.5
1944,311133.43
1945,368819.48
1946,163949.55
1947,309792.58
1948,176446.19
1949,244580.02
1950,179815.87
1951,274831.29
1952,242254.95
1953,165467.87
1954,205205.4
1955,133854.84
1956,287759.52
1957,150425.66
1958,311416.77
1959,140769.49
1960,116581.06
1961,125506.7
1962,93313.0
1963,105651.5
1964,108957.19
1965,152647.07
1966,156598.77
1967,276787.98
1968,396290.29
1969,392725.57
1970,431629.47
1971,399547.66
1972,367149.88
1973,265492.38
1974,312249.31
1975,458516.13
1976,270641.82
1977,351948.24
1978,327745.62
1979,324156.51
1980,193428.94
1981,337736.66
1982,229592.35
1983,214478.0
1984,167849.65
1985,216445.89
1986,224526.67
1987,178718.24
1988,179353.15
1989,184979.65
1990,221657.55
1991,211865.26
1992,210373.03
1993,173224.7
1994,240086.96
1995,182558.75
1996,290777.9
1997,323223.28
1998,353330.17
1999,252509.62
2000,310616.62
2001,259647.8
2002,234372.81
2003,251992.47
2004,259633.86
2005,224828.25
2006,220691.96
2007,249952.11
2008,206007.91
2009,192860.07
2010,188777.7
2011,147496.14
2012,177740.17
2013,186391.4
2014,190702.5
2015,192994.4
2016,194018.0
2017,195434.41
2018,129335.0
2019,133436.7
2020,119580.6
2021,118002.16
2022,184850.52
2023,145499.72
2024,224355.7
2025,386145.02
2026,176565.66
2027,150501.83
2028,165540.28
2029,167136.82
2030,283592.26
2031,269289.89
2032,275643.31
2033,286312.27
2034,163500.66
2035,208910.56
2036,210365.79
2037,215221.64
2038,334762.78
2039,212850.63
2040,415261.15
2041,273784.22
2042,202100.05
2043,168783.5
2044,168866.0
2045,236964.51
2046,138137.08
2047,149094.67
2048,134674.08
2049,140038.24
2050,176868.85
2051,104708.43
2052,138447.8
2053,144253.75
2054,94276.73
2055,161724.84
2056,125181.5
2057,130380.5
2058,215690.99
2059,138413.25
2060,172771.58
2061,180808.82
2062,137661.75
2063,115494.13
2064,140233.0
2065,118584.86
2066,171519.14
2067,139159.46
2068,137884.51
2069,90120.0
2070,115747.26
2071,98791.43
2072,127528.48
2073,136728.43
2074,182145.39
2075,147161.12
2076,125379.58
2077,148019.4
2078,130464.6
2079,129471.0
2080,116536.56
2081,123379.0
2082,136514.24
2083,144578.56
2084,111653.88
2085,132370.55
2086,113735.55
2087,123754.17
2088,106954.57
2089,88223.3
2090,136560.33
2091,132397.42
2092,143777.84
2093,129246.59
2094,136656.99
2095,151321.5
2096,88426.08
2097,89874.0
2098,147230.97
2099,64366.99
2100,120323.71
2101,129321.96
2102,143358.34
2103,105160.0
2104,130771.03
2105,135350.41
2106,79091.68
2107,230647.81
2108,120600.31
2109,116769.39
2110,127285.85
2111,171187.43
2112,132344.85
2113,120731.75
2114,109213.09
2115,151541.0
2116,114062.8
2117,146082.27
2118,120183.0
2119,105718.61
2120,113612.37
2121,116432.38
2122,111219.67
2123,88107.0
2124,190032.49
2125,132422.66
2126,158749.16
2127,151330.28
2128,141802.28
2129,105683.64
2130,147148.74
2131,154570.82
2132,118921.59
2133,118927.65
2134,120885.06
2135,105585.0
2136,77317.08
2137,115669.4
2138,138084.83
2139,152422.98
2140,137911.0
2141,141288.83
2142,135881.1
2143,148788.94
2144,120022.38
2145,135617.0
2146,151349.66
2147,159654.64
2148,125425.75
2149,134524.83
2150,231000.13
2151,140852.35
2152,167269.0
2153,161961.75
2154,105182.61
2155,126053.83
2156,230279.7
2157,239456.69
2158,233810.75
2159,211816.47
2160,167938.91
2161,251518.48
2162,447857.38
2163,329785.09
2164,251966.36
2165,174932.86
2166,145318.0
2167,214930.1
2168,216685.46
2169,192742.15
2170,223123.12
2171,143591.02
2172,139386.39
2173,169457.66
2174,240843.13
2175,320605.23
2176,326506.74
2177,252617.48
2178,229902.85
2179,145132.0
2180,184523.02
2181,197865.51
2182,226847.44
2183,197965.5
2184,137333.1
2185,129321.0
2186,144086.25
2187,152745.12
2188,156613.37
2189,178652.74
2190,90130.43
2191,94110.54
2192,95004.11
2193,93754.15
2194,97130.14
2195,115732.59
2196,109401.58
2197,111206.63
2198,161497.85
2199,162829.45
2200,131613.79
2201,132343.44
2202,202864.63
2203,155184.0
2204,171173.0
2205,111167.27
2206,132519.1
2207,243324.87
2208,247156.49
2209,190930.54
2210,125562.18
2211,114098.12
2212,107667.26
2213,100555.0
2214,149792.52
2215,105317.14
2216,153976.32
2217,78134.59
2218,85139.13
2219,74861.71
2220,83720.54
2221,323822.7
2222,249441.94
2223,257478.37
2224,214149.36
2225,134975.66
2226,183563.5
2227,196810.1
2228,269604.92
2229,237859.52
2230,161229.33
2231,206515.68
2232,174798.0
2233,173951.38
2234,238483.29
2235,203887.78
2236,277163.28
2237,356416.97
2238,215921.84
2239,116210.35
2240,162871.75
2241,149759.3
2242,135427.87
2243,140818.34
2244,99733.0
2245,97067.83
2246,149048.5
2247,101082.37
2248,125937.5
2249,126900.35
2250,134703.6
2251,126691.29
2252,169789.5
2253,149662.44
2254,180499.4
2255,193054.25
2256,181042.95
2257,194994.1
2258,172364.7
2259,179702.0
2260,145802.91
2261,199839.11
2262,206643.34
2263,329120.86
2264,403235.94
2265,172504.72
2266,288259.82
2267,395574.82
2268,352763.46
2269,162769.33
2270,180091.26
2271,247531.03
2272,213262.38
2273,163943.37
2274,170921.62
2275,167265.32
2276,187762.45
2277,176763.4
2278,156286.35
2279,125754.26
2280,119144.4
2281,176417.34
2282,174006.08
2283,96494.0
2284,107106.65
2285,157527.06
2286,131546.6
2287,334577.49
2288,273396.09
2289,386104.87
2290,437643.59
2291,305805.75
2292,400099.98
2293,435368.44
2294,370684.09
2295,452836.89
2296,263116.67
2297,315664.86
2298,314378.43
2299,347827.63
2300,311398.97
2301,290184.77
2302,236040.06
2303,237458.9
2304,240497.62
2305,182993.29
2306,185676.26
2307,184351.18
2308,223029.59
2309,290626.83
2310,220555.21
2311,195130.15
2312,177987.14
2313,172547.47
2314,172238.23
2315,172005.64
2316,172566.44
2317,176494.3
2318,171688.16
2319,176637.79
2320,177842.79
2321,253374.97
2322,170270.28
2323,177179.44
2324,166038.87
2325,219817.53
2326,167349.08
2327,216940.4
2328,218141.1
2329,183095.22
2330,177842.5
2331,344951.79
2332,419981.38
2333,304666.25
2334,256775.68
2335,262785.46
2336,344023.27
2337,205290.4
2338,268541.9
2339,222861.47
2340,402018.76
2341,217141.68
2342,232909.19
2343,223848.37
2344,236560.26
2345,240186.7
2346,219462.93
2347,203291.97
2348,232537.48
2349,155256.63
2350,295403.85
2351,264213.83
2352,246954.42
2353,208825.32
2354,124801.45
2355,161241.47
2356,152586.98
2357,201751.33
2358,195705.75
2359,123807.33
2360,124922.78
2361,139260.0
2362,256098.96
2363,145516.5
2364,152481.7
2365,218658.41
2366,195228.1
2367,219968.48
2368,202105.35
2369,219031.61
2370,168321.5
2371,166315.9
2372,184230.29
2373,259436.5
2374,296774.31
2375,233633.93
2376,265528.4
2377,382907.17
2378,137509.23
2379,197319.5
2380,143001.5
2381,163380.61
2382,189960.7
2383,213718.92
2384,231349.65
2385,151586.5
2386,138827.5
2387,136122.83
2388,101308.39
2389,131729.58
2390,138591.5
2391,132876.5
2392,112945.06
2393,165195.21
2394,146260.5
2395,186955.13
2396,147329.75
2397,207123.5
2398,131658.0
2399,61452.22
2400,61173.41
2401,121528.83
2402,137160.3
2403,136173.37
2404,143019.0
2405,156298.87
2406,134952.1
2407,127714.66
2408,138634.25
2409,135267.25
2410,167964.9
2411,122166.16
2412,167639.0
2413,141792.75
2414,135836.51
2415,135684.91
2416,130617.16
2417,131738.0
2418,125584.08
2419,135064.8
2420,125069.61
2421,152913.77
2422,122670.56
2423,136446.04
2424,153277.87
2425,165962.66
2426,127650.7
2427,143306.96
2428,171736.35
2429,114579.3
2430,130567.0
2431,112832.5
2432,136730.65
2433,145825.0
2434,146392.55
2435,155975.87
2436,108445.76
2437,110571.74
2438,116509.54
2439,115105.52
2440,121017.0
2441,106398.5
2442,102883.6
2443,115426.56
2444,128165.41
2445,94314.54
2446,131237.64
2447,222589.35
2448,144771.76
2449,113887.75
2450,157220.71
2451,126370.54
2452,217275.13
2453,102563.5
2454,120823.08
2455,105227.87
2456,141108.52
2457,118401.37
2458,108697.24
2459,112464.47
2460,135601.32
2461,119632.79
2462,138399.94
2463,120657.5
2464,160775.96
2465,129493.6
2466,114166.89
2467,143609.2
2468,97095.31
2469,93369.96
2470,178311.3
2471,219451.84
2472,168607.28
2473,121754.58
2474,109924.21
2475,223902.44
2476,107900.63
2477,132055.83
2478,161167.82
2479,117971.08
2480,137657.83
2481,130223.84
2482,134683.1
2483,120648.33
2484,127099.66
2485,124757.74
2486,156324.8
2487,173204.37
2488,152339.08
2489,147692.32
2490,152289.87
2491,92367.19
2492,183500.7
2493,129285.4
2494,165593.14
2495,99462.87
2496,212886.45
2497,151966.0
2498,116588.91
2499,93885.5
2500,134807.0
2501,135936.2
2502,146298.04
2503,99293.3
2504,185755.62
2505,222660.01
2506,259039.74
2507,306997.74
2508,258141.43
2509,222357.76
2510,229161.19
2511,182761.5
2512,214804.04
2513,226980.22
2514,246754.42
2515,148364.87
2516,157378.04
2517,137064.32
2518,145005.24
2519,227436.77
2520,205399.03
2521,190933.55
2522,220106.98
2523,132531.0
2524,138874.97
2525,142488.74
2526,139749.6
2527,115967.61
2528,131168.6
2529,132537.7
2530,118071.5
2531,239083.41
2532,233057.7
2533,198431.8
2534,238903.12
2535,310375.23
2536,230769.5
2537,230532.92
2538,188441.99
2539,188709.11
2540,179189.31
2541,181513.65
2542,166840.89
2543,129370.26
2544,133008.95
2545,127715.86
2546,148983.5
2547,138583.0
2548,161616.56
2549,163392.93
2550,510619.67
2551,143175.99
2552,120231.71
2553,90462.04
2554,119635.06
2555,105963.58
2556,107021.79
2557,119462.08
2558,158097.32
2559,135565.5
2560,121971.5
2561,138520.82
2562,128844.6
2563,143419.64
2564,172731.4
2565,119834.65
2566,152740.16
2567,130286.69
2568,194341.49
2569,198896.0
2570,124225.18
2571,169872.19
2572,201095.65
2573,241832.13
2574,304461.43
2575,125208.5
2576,133796.59
2577,164230.66
2578,95509.0
2579,84156.0
2580,133581.34
2581,133365.05
2582,116204.3
2583,263990.71
2584,157574.59
2585,173877.58
2586,213632.91
2587,210909.15
2588,159869.48
2589,143060.0
2590,222964.51
2591,201492.57
2592,220200.37
2593,254784.33
2594,173113.34
2595,207089.0
2596,354875.89
2597,183837.8
2598,263511.23
2599,319504.85
2600,158570.58
2601,138098.0
2602,88745.0
2603,93900.0
2604,89308.5
2605,87269.5
2606,147508.67
2607,172943.77
2608,206120.2
2609,165743.61
2610,110783.5
2611,159175.82
2612,155357.48
2613,128083.0
2614,121821.1
2615,151510.0
2616,139546.25
2617,173169.0
2618,183810.7
2619,220803.67
2620,188216.23
2621,186298.25
2622,188635.9
2623,245543.28
2624,260956.63
2625,318123.88
2626,163906.39
2627,190538.8
2628,376728.36
2629,454279.89
2630,344133.7
2631,445626.41
2632,376386.12
2633,315895.98
2634,387160.05
2635,148955.7
2636,200489.63
2637,182335.48
2638,254256.42
2639,180752.52
2640,153886.87
2641,110025.61
2642,194153.64
2643,109730.07
2644,130347.83
2645,97266.41
2646,91087.0
2647,96534.5
2648,135534.0
2649,135360.14
2650,156926.1
2651,153338.7
2652,436062.84
2653,255871.6
2654,244587.52
2655,381850.71
2656,321018.5
2657,358481.36
2658,283924.24
2659,300730.96
2660,304514.57
2661,348698.55
2662,370435.84
2663,276646.2
2664,291319.11
2665,311703.2
2666,291883.28
2667,166969.88
2668,176810.92
2669,178967.95
2670,289577.19
2671,178338.36
2672,177787.2
2673,206090.6
2674,207836.33
2675,165853.71
2676,185118.58
2677,194654.02
2678,245845.88
2679,274150.57
2680,272038.73
2681,422288.83
2682,311923.1
2683,476049.4
2684,306631.42
2685,321893.81
2686,256262.49
2687,324000.01
2688,221724.58
2689,210223.4
2690,450331.24
2691,187157.7
2692,129919.42
2693,196235.11
2694,127219.05
2695,189648.0
2696,184040.52
2697,193385.2
2698,198575.5
2699,180394.04
2700,166689.97
2701,149364.48
2702,119810.8
2703,148795.41
2704,140358.6
2705,126982.08
2706,122059.96
2707,128341.68
2708,135695.25
2709,110879.5
2710,123050.08
2711,277114.35
2712,350422.13
2713,171723.36
2714,149709.45
2715,167263.96
2716,159330.48
2717,179627.96
2718,232209.12
2719,157444.12
2720,176600.89
2721,144312.6
2722,164502.84
2723,142817.12
2724,130586.76
2725,139926.5
2726,144308.0
2727,174737.31
2728,172774.14
2729,156148.57
2730,146548.0
2731,118431.88
2732,119409.89
2733,163562.5
2734,150275.92
2735,136737.0
2736,145632.28
2737,119883.32
2738,138660.08
2739,158427.5
2740,141508.5
2741,150137.5
2742,152386.77
2743,149508.75
2744,143509.33
2745,138774.25
2746,135329.5
2747,153771.88
2748,120734.0
2749,131533.0
2750,135526.8
2751,131108.0
2752,219304.8
2753,148678.44
2754,189445.8
2755,126177.12
2756,100759.6
2757,76215.97
2758,90899.0
2759,154184.0
2760,142122.77
2761,146727.5
2762,145572.75
2763,187363.72
2764,175080.32
2765,260960.01
2766,150767.53
2767,89641.08
2768,132851.83
2769,133263.32
2770,159455.75
2771,119719.08
2772,122235.0
2773,144794.45
2774,141129.32
2775,138979.41
2776,146607.63
2777,152753.55
2778,123518.5
2779,124840.95
2780,111022.65
2781,101895.66
2782,98422.4
2783,109333.15
2784,127142.6
2785,140773.25
2786,77099.33
2787,120906.5
2788,88234.11
2789,215247.47
2790,89378.5
2791,120954.79
2792,83974.84
2793,168302.76
2794,107997.08
2795,114417.8
2796,106552.64
2797,199001.72
2798,131186.66
2799,116172.18
2800,74609.87
2801,119092.32
2802,138886.5
2803,153048.5
2804,148110.94
2805,94708.83
2806,95397.0
2807,153995.9
2808,149505.25
2809,130963.0
2810,136092.6
2811,156697.92
2812,141715.8
2813,164836.59
2814,161856.97
2815,103598.55
2816,232773.59
2817,137353.32
2818,132857.1
2819,178530.52
2820,133896.45
2821,108763.68
2822,177814.37
2823,225659.6
2824,173870.04
2825,156677.62
2826,131357.81
2827,141325.75
2828,211754.3
2829,168693.36
2830,235654.68
2831,190137.83
2832,214078.13
2833,284347.45
2834,218075.82
2835,222658.59
2836,199093.75
2837,164418.54
2838,146414.5
2839,184529.27
2840,199930.01
2841,197740.15
2842,219995.5
2843,141527.39
2844,154387.06
2845,123688.04
2846,211486.26
2847,199665.5
2848,220557.44
2849,219410.85
2850,272835.94
2851,231862.64
2852,234647.09
2853,237621.22
2854,136949.6
2855,204853.73
2856,202292.17
2857,192503.42
2858,201886.76
2859,144899.02
2860,126444.5
2861,136531.35
2862,187472.75
2863,120707.5
2864,257717.48
2865,140968.83
2866,133193.5
2867,98991.5
2868,102151.9
2869,123031.82
2870,159969.64
2871,109247.54
2872,65239.77
2873,104086.82
2874,147538.57
2875,115366.14
2876,158722.4
2877,150599.5
2878,167668.47
2879,149129.0
2880,107162.08
2881,156281.71
2882,162866.32
2883,173906.75
2884,177181.22
2885,186893.15
2886,193293.2
2887,101500.5
2888,125522.0
2889,64079.55
2890,91804.16
2891,143226.62
2892,59035.07
2893,103764.02
2894,64620.6
2895,306480.8
2896,283475.89
2897,203121.9
2898,145922.35
2899,225922.54
2900,157663.93
2901,194722.5
2902,186266.83
2903,353845.48
2904,360046.09
2905,121010.37
2906,204218.29
2907,115255.33
2908,129696.0
2909,146801.66
2910,88200.0
2911,88526.0
2912,154738.0
2913,89962.16
2914,86389.0
2915,87185.04
2916,86326.93
2917,149963.6
2918,112082.5
2919,224381.01
2920,224381.01
